	69bvvc	226bbv	47bcont	35bcont	261bbv	285bbv	21bcont	322bbv	138bvvc	295bbv	53bcont	61bcont	94bvvc	247bbv	298bbv	185bvvc	19bcont	113bvvc	188bvvc	236bbv	284bbv	183bvvc	246bbv	22bcont	167bvvc	76bvvc	220bbv	305bbv	258bbv	165bvvc	32bcont	311bbv	38bcont	319bbv	193bvvc	303bbv	66bvvc	252bbv	31bcont	262bbv	173bvvc	194bvvc	219bbv	172bvvc	263bbv	233bbv	132bvvc	67bvvc	198bvvc	228bbv	251bbv	36bcont	93bvvc	73bvvc	205bbv	202bbv	276bbv	95bvvc	107bvvc	50bcont	273bbv	23bcont	239bbv	28bcont	274bbv	24bcont	150bvvc	26bcont	79bvvc	212bbv	42bcont	253bbv	63bcont	199bvvc	280bbv	160bvvc	51bcont	250bbv	323bbv	120bvvc	314bbv	235bbv	39bcont	209bbv	269bbv	27bcont	136bvvc	142bvvc	229bbv	200bvvc	56bcont	171bvvc	146bvvc	186bvvc	85bvvc	268bbv	96bvvc	324bbv	55bcont	78bvvc	7bcont	70bvvc	65bvvc	255bbv	12bcont	245bbv	302bbv	317bbv	176bvvc	265bbv	320bbv	5bcont	121bvvc	191bvvc	68bvvc	168bvvc	170bvvc	206bbv	101bvvc	318bbv	82bvvc	48bcont	225bbv	135bvvc	166bvvc	71bvvc	105bvvc	33bcont	260bbv	37bcont	60bcont	123bvvc	309bbv	306bbv	299bbv	29bcont	17bcont	43bcont	222bbv	195bvvc	190bvvc	16bcont	102bvvc	315bbv	18bcont	157bvvc	287bbv	272bbv	145bvvc	221bbv	241bbv	112bvvc	41bcont	30bcont	249bbv	328bbv	296bbv	119bvvc	288bbv	20bcont	325bbv	293bbv	13bcont	46bcont	116bvvc	141bvvc	15bcont	283bbv	3bcont	204bbv	153bvvc	52bcont	62bcont	257bbv	326bbv	104bvvc	25bcont	126bvvc	156bvvc	266bbv	58bcont	327bbv	175bvvc	44bcont	310bbv	227bbv	184bvvc	14bcont	4bcont	254bbv	2bcont	64bcont	275bbv	292bbv	203bbv	106bvvc	74bvvc	139bvvc	291bbv	301bbv	321bbv	308bbv	6bcont	54bcont	264bbv	201bbv	224bbv	187bvvc	234bbv	277bbv	40bcont	89bvvc	300bbv	223bbv	159bvvc	8bcont	137bvvc	111bvvc	244bbv	270bbv	114bvvc	278bbv	211bbv	164bvvc	125bvvc	240bbv	294bbv	207bbv	108bvvc	316bbv	237bbv	118bvvc	75bvvc	80bvvc	313bbv	140bvvc	196bvvc	248bbv	124bvvc	197bvvc	115bvvc	289bbv	72bvvc	304bbv	45bcont	238bbv	163bvvc	122bvvc	77bvvc	189bvvc	192bvvc	144bvvc	143bvvc	11bcont	242bbv	286bbv	81bvvc	307bbv	117bvvc	271bbv	282bbv	256bbv	281bbv	230bbv	279bbv	130bvvc	208bbv	59bcont	9bcont	210bbv	232bbv	86bvvc	267bbv	10bcont	103bvvc	297bbv	49bcont	129bvvc	155bvvc	182bvvc	169bvvc	214bbv	131bvvc	34bcont	154bvvc	57bcont	174bvvc	90bvvc	149bvvc	181bvvc	259bbv	290bbv	158bvvc	231bbv	213bbv	243bbv	312bbv
69bvvc	0.0	0.245621937538	0.168341144258	0.637455296538	0.864767771516	0.795827164581	0.211576301751	0.846625009591	0.0806978576736	0.881787065	0.428306846587	0.193080736131	0.216794840701	0.730753461699	0.428541566653	0.33929171562	0.309790060408	0.0980680322354	0.195165704087	0.302977729805	0.226980310634	0.133815281639	0.269189861091	0.64312604559	0.178076515167	0.18540155964	0.708285615404	0.900218810044	0.833930861712	0.0650348967253	0.411292490879	0.547480369707	0.790334552697	0.519129545531	0.652936625618	0.834726624479	0.260932025593	0.801313284808	0.642791143498	0.825061759538	0.447826539786	0.207216436274	0.857651128169	0.208857597136	0.65674282535	0.839440853438	0.595425114296	0.439619459074	0.0780933870122	0.829776055194	0.853302730946	0.15923068127	0.201883515403	0.0620449479313	0.760539254191	0.779566184344	0.38032500314	0.757773653551	0.819279826618	0.603360717667	0.799344079293	0.0527718017145	0.202050606725	0.187985420579	0.804519566353	0.0351524048424	0.0505501503507	0.042432011041	0.420900188395	0.672379226324	0.236940831298	0.984693237672	0.23303052156	0.0875772276932	0.637211119338	0.46561483548	0.430366762904	0.668767786916	0.803722795656	0.0797201647627	0.441281600757	0.80871396928	0.275370980371	0.418582732678	0.700217813104	0.47314698231	0.190173364251	0.325592576716	0.440368300529	0.133776279018	0.0654690591483	0.219326740313	0.088172621584	0.197456327765	0.208015410979	0.847023403008	0.20598897508	0.248824140377	0.477259690191	0.0400991015819	0.0878134011638	0.106756552678	0.190308252918	0.887681065882	0.213566181532	0.750120842596	0.777677391903	0.232167217924	0.0803754071206	0.748832087097	0.761210107149	0.63513408131	0.422474246999	0.344260338423	0.195654981799	0.195782955651	0.0506488354405	0.777364278953	0.0718418913677	0.20967427453	0.697711462504	0.198888514813	0.480597923431	0.566820554371	0.0553936878563	0.0619350312255	0.200180076867	0.254903103979	0.257292011052	0.184341915988	0.0257680353529	0.663749632837	0.883178846633	0.82714730317	0.781492773511	0.0416810671145	0.205795966315	0.0732652594878	0.403288623777	0.177395293732	0.0429662350501	0.556449287159	0.787204730054	0.808186541234	0.407552117174	0.321905074268	0.806535230776	0.287223520402	0.230348980034	0.743381042579	0.892621264278	0.199602882337	0.0549668950388	0.0489548176855	0.268691643142	0.05606014224	0.448123053877	0.530166668473	0.234681429069	0.222700991072	0.750212061265	0.836403280149	0.0476084960635	0.0619821084232	0.193755800023	0.245555289296	0.0566950125401	0.765797169133	0.0273221244632	0.227121304015	0.172387616872	0.0923383983249	0.572906640683	0.743372881024	0.27005477247	0.696302491813	0.198396770736	0.143874158101	0.0956607092777	0.252521566808	0.281705268117	0.149493550009	0.310184219255	0.198236340653	0.864986600412	0.875972156046	0.181018949632	0.72230235418	0.150548149111	0.982351917173	0.223495649872	0.155501512848	0.815687122915	0.733751804428	0.258597121877	0.476657529704	0.0421407510221	0.0960441206169	0.801509958616	0.7646408799	0.680746520941	0.808302955641	0.463397794966	0.190987164545	0.607807296125	0.578256354271	0.24569025033	0.191897153417	0.758895398274	0.832907146709	0.454274275475	0.737118318969	0.799093197254	0.893940752522	0.247827758504	0.196939579012	0.0797467963906	0.298735232548	0.143085184056	0.711139083148	0.0822179336461	0.276858384408	0.732005931933	0.213994869249	0.21643542912	0.0951231277137	0.240197641008	0.751705087536	0.268768251612	0.723587851441	0.749344194195	0.734533167663	0.214845119523	0.229614271905	0.698669720097	0.0359892647043	0.186972552532	0.691539340976	0.0346174174837	0.111019140594	0.201521494939	0.773189608657	0.10860176773	0.218084205207	0.277061474253	0.92018050619	0.189292537866	0.263511817075	0.149849308676	0.704026339751	0.479764823718	0.23833648219	0.282700686905	0.0644987486562	0.261686929643	0.72931746657	0.535733341536	0.753451895723	0.186620086365	0.877269043263	0.577888584916	0.866680630548	0.739555307307	0.790152412817	0.782460077743	0.308883716448	0.210700069463	0.718121929674	0.196860305919	0.427182644598	0.226280274207	0.166282686741	0.758204601429	0.428686349983	0.735134956098	0.394582142743	0.202651603589	0.307245616729	0.048927466544	0.0392084594729	0.0473740647351	0.576902691936	0.593126867023	0.322216531509	0.0129771126144	0.432000013403	0.437904837723	0.860021869896	0.0421151031287	0.0425398405872	0.784012948946	0.486989562651	0.182626371218	0.867368515858	0.623626756969	0.857033499147	0.424141419221
226bbv	0.245621937538	0.0	0.361734645987	0.452442587789	0.661003198778	0.595479522932	0.289093435862	0.619085563028	0.209746483624	0.655568500565	0.223125082075	0.34937387827	0.302595583913	0.523454272988	0.280140833906	0.172986829438	0.154323445725	0.168170644123	0.390174373667	0.20287006865	0.322085756971	0.309200149342	0.245360736358	0.437599619177	0.37679755272	0.350566961215	0.488297903949	0.679940913162	0.650538672434	0.305564328121	0.241406879858	0.359107040877	0.566249565568	0.354466134343	0.476833218818	0.618247246827	0.247448275454	0.568120924356	0.443868169971	0.664023464079	0.320285614982	0.338522467358	0.638790850988	0.408939415207	0.483782337071	0.618237749549	0.367616843078	0.289779913128	0.258219005249	0.600034187199	0.635350686372	0.357689156208	0.22932366843	0.215077061352	0.595632105602	0.614500227042	0.174507609285	0.561337880458	0.638765578279	0.480902808992	0.579498198965	0.22306415444	0.223541712776	0.388194370566	0.589960963964	0.274683104744	0.291482098462	0.281448428458	0.234397283172	0.471357983839	0.177883077014	0.789457992584	0.366735626191	0.176507999917	0.400950244541	0.31060233584	0.306369154476	0.439257822395	0.58344691416	0.269201495729	0.301598142926	0.5917276781	0.157172363935	0.25465977858	0.49733819409	0.34714524815	0.373905011562	0.183956884857	0.204967500058	0.213092282927	0.2894897233	0.346195326877	0.291800632424	0.304589109972	0.345773498461	0.637898610737	0.348131469268	0.276022150056	0.338520273915	0.235080261622	0.239892158093	0.257435754638	0.343923982115	0.662358023805	0.260984166174	0.54187851531	0.56343097696	0.303241010105	0.190083499687	0.525004504377	0.533820829343	0.493288210075	0.274876702621	0.221030733694	0.37645787517	0.394816044784	0.218731830442	0.609674504766	0.241315629892	0.335034021118	0.472189570243	0.400908130944	0.30295770634	0.388337005432	0.29543452691	0.25732310349	0.364408248194	0.27359669443	0.272669398413	0.202117338144	0.256426563119	0.486130311716	0.668927614301	0.605119258391	0.564493783196	0.282032897277	0.328829847581	0.194616152907	0.241668460973	0.288404477449	0.253941001394	0.430602830196	0.60777912133	0.591222403128	0.205870263589	0.189701594238	0.590230204133	0.207804774947	0.257664955204	0.546753560856	0.678539470252	0.366876097645	0.267130311837	0.2872124362	0.25626478744	0.202320752616	0.246244901051	0.34326203592	0.305033888802	0.28141694612	0.528915412307	0.626190601437	0.246524605237	0.208195215617	0.376161247002	0.243309838263	0.199861451739	0.561729574982	0.22961303507	0.2985988108	0.375772799308	0.201472840121	0.351799193087	0.553700479336	0.252719747999	0.561271314298	0.396610445213	0.340001178012	0.293438602123	0.270439445996	0.313084281219	0.222337557006	0.189699758854	0.395626682629	0.65120625467	0.643480205729	0.277788925299	0.504088155469	0.165071625814	0.780123329594	0.425211077731	0.289213619847	0.601788999219	0.527168942232	0.283444909204	0.33695267451	0.224583342975	0.195329162998	0.574294416714	0.545441793635	0.46179215837	0.594926513871	0.260094826582	0.384651244789	0.416546005992	0.374703902103	0.263591505947	0.322749298666	0.537132356053	0.615287839773	0.266764017728	0.533071205031	0.580275403007	0.669220315679	0.258445333556	0.33736803235	0.186841307417	0.204977440429	0.119579856112	0.4966549236	0.212893554675	0.252427454417	0.556666835382	0.416196206859	0.417219291695	0.200342762583	0.301713415601	0.543563033074	0.241909827451	0.508094257411	0.535539604524	0.579618484522	0.317487288582	0.279570417867	0.510903522035	0.218619799087	0.365001113251	0.492774013096	0.26684968934	0.241011622258	0.329920165964	0.563035868713	0.212772696056	0.339579767211	0.188633452328	0.706849235507	0.376621343207	0.248584460601	0.179262000368	0.489853675596	0.305571977374	0.163338161495	0.12599778891	0.224408770738	0.259258580971	0.555540922319	0.333450343987	0.547986711805	0.373559130576	0.659140075405	0.378258472917	0.652979011332	0.547876790136	0.567028586708	0.561116676626	0.192282453132	0.338340126304	0.487192444552	0.384451469558	0.227536148979	0.319172520189	0.283824482482	0.543179818995	0.230978642806	0.608570966157	0.248609978392	0.317981007339	0.179820313607	0.234019656842	0.241088904987	0.236993858529	0.362689911748	0.364549227929	0.170509263273	0.246869556276	0.251362896257	0.306395270878	0.643501132927	0.282852548735	0.239466469647	0.583942763421	0.321276661955	0.379605377736	0.646463439014	0.396926494439	0.636931382926	0.390976688695
47bcont	0.168341144258	0.361734645987	0.0	0.719617667258	0.94800321514	0.87952013381	0.0807535681161	0.930642030372	0.237521848252	0.963396020895	0.472585128114	0.0376088137217	0.0758904112801	0.806329863782	0.410851456795	0.251936294277	0.26552849657	0.247258399962	0.0548606755039	0.186702086883	0.0714911018963	0.0672662759171	0.132149513461	0.704784371666	0.022006813711	0.0294987016884	0.790111503214	0.982648694582	0.917097203806	0.222240514252	0.462060867792	0.575158965521	0.873049623411	0.508077220465	0.718224282994	0.917831968839	0.12834850967	0.876483576917	0.730892109048	0.906799960314	0.436290137485	0.0469470976118	0.939494851028	0.0665658990148	0.741521852032	0.922614247334	0.644618223372	0.435598943194	0.11743755329	0.910379354599	0.937022618388	0.0282929867507	0.259414284027	0.219282013673	0.841520648876	0.860100534889	0.298084255453	0.84020414769	0.901875304291	0.670938127854	0.88114387686	0.210716766574	0.144883487444	0.0296469716764	0.886861926693	0.195576440716	0.207010829099	0.20013148999	0.387937008797	0.734479975511	0.193338349549	1.0664319121	0.0905864661717	0.210560861071	0.675109320038	0.435412294843	0.362503937119	0.735518869578	0.887890046214	0.144651330754	0.41122955249	0.892411193607	0.216558733897	0.388080276893	0.76514452865	0.443033660374	0.0318874490377	0.250965766855	0.393231470934	0.15627475534	0.171019254293	0.0765653110174	0.117374876469	0.0654031984759	0.0506168218629	0.928495610785	0.0521648819035	0.0998526421659	0.601176865072	0.198861933361	0.134934597374	0.196187761978	0.0382235188753	0.971587084962	0.224698224534	0.832518141906	0.858124619796	0.0857090533397	0.232354720816	0.822372465184	0.844373292191	0.682424179357	0.410375994991	0.257122052974	0.044636685992	0.0401148881249	0.177311227251	0.859343836664	0.225747187083	0.0544371569646	0.768077678073	0.0453259936456	0.464654748837	0.576646780446	0.211897586296	0.119902473096	0.0402547173605	0.147824238606	0.108922661183	0.172123315943	0.180761167978	0.75068682786	0.96689648718	0.909253247518	0.856898193148	0.197712099458	0.047521379587	0.191472918007	0.355835809708	0.0815572855853	0.1968272584	0.580686326064	0.869966076393	0.89348335473	0.47903844659	0.252253885901	0.887669311487	0.168098099592	0.11995075575	0.825493687747	0.975866605414	0.0394068350862	0.132570765952	0.206769995458	0.123348121031	0.187913013035	0.413870495154	0.536387439432	0.0783688449704	0.115871253575	0.834419444082	0.91722723289	0.203943007087	0.216830134593	0.0312835842818	0.144099516253	0.191603989146	0.840857960327	0.175632565041	0.0816144698826	0.186476785464	0.193581742159	0.620987935164	0.826835906702	0.12556467514	0.775815113447	0.0416303431015	0.0452744911529	0.0913480369648	0.105090535178	0.163109101793	0.198692373932	0.441440847869	0.0421611786435	0.948736805345	0.958696067132	0.152305999533	0.795667444266	0.218831595406	1.06345348635	0.0768676205493	0.0882621045037	0.898815694857	0.799753825602	0.119387600691	0.468433870633	0.20037331805	0.247652207232	0.885152133187	0.841333657734	0.752155605735	0.891361182191	0.493753236872	0.0404492376272	0.691782747021	0.598687835513	0.109609649434	0.0497630869146	0.828823728525	0.916016134435	0.435810476661	0.80744932549	0.871550633418	0.976486461251	0.117935356014	0.0634479823599	0.233719779077	0.17258395296	0.286277603978	0.786637764861	0.238121796043	0.127596707492	0.815885255637	0.0605237239644	0.0747945693679	0.252387676541	0.084501755774	0.834548830559	0.140350588874	0.801823970811	0.833235366713	0.814768464959	0.0617634324659	0.125814532037	0.780262204053	0.17855175437	0.0294523794629	0.761471859293	0.191870685456	0.129738878516	0.0433188663282	0.856310159642	0.170028082562	0.062329606568	0.193135727775	1.00291237068	0.0310432065465	0.137221026999	0.30683214466	0.768499438184	0.44938596695	0.227311738341	0.413500443994	0.158559200055	0.119065695884	0.81043562794	0.535514631319	0.83673585763	0.0284211750241	0.960262615698	0.597478725172	0.950161861373	0.821351399179	0.873221310861	0.863523534703	0.203879982067	0.0539024131471	0.793851301567	0.0448589846431	0.450871270435	0.0708159827694	0.116404778007	0.839659028565	0.390837663237	0.816305639445	0.296774019963	0.0541194277393	0.203074101478	0.20582242796	0.192956474732	0.162242234466	0.657646833193	0.636053021616	0.244292219989	0.165448229705	0.454677895791	0.423671291989	0.940311715902	0.198854964702	0.198980815269	0.868206424287	0.595373479191	0.0263990755193	0.950985118381	0.699346444397	0.941192651259	0.496032571235
35bcont	0.637455296538	0.452442587789	0.719617667258	0.0	0.295084842459	0.541660415728	0.64636563732	0.396351639283	0.594827528322	0.378640909524	0.350462629499	0.707078494095	0.663804793626	0.164761352953	0.540511809748	0.485257153236	0.46761802869	0.552900250448	0.745588952809	0.552071530288	0.681496754869	0.685744565611	0.604110135276	0.281033411647	0.73321920452	0.707700187404	0.0870946756856	0.390626620257	0.212679719718	0.690106744072	0.314049563385	0.350353562844	0.28836990563	0.348617302031	0.108881372605	0.264260270192	0.612169293408	0.344073530306	0.134402615612	0.258638224117	0.368476214405	0.698527662353	0.271665899865	0.762986825848	0.0993188007764	0.341653064352	0.356944356976	0.404530401683	0.657759316605	0.327399140937	0.317095968797	0.72238574901	0.628849989737	0.60168974645	0.169698206764	0.190162179029	0.45396555619	0.164537415041	0.253347945723	0.120156572223	0.227885373917	0.607324480154	0.600613285256	0.739395361995	0.225015397028	0.659200499111	0.675986817356	0.665919911196	0.508633024135	0.141130312216	0.551447024993	0.501854610785	0.720074109152	0.579408275725	0.268859151741	0.313316819438	0.526057866381	0.261646043439	0.248692788511	0.669216306358	0.327504577445	0.3687713431	0.52547335994	0.376089089202	0.193148714871	0.376886997175	0.730690503909	0.491081598402	0.434964785935	0.611128155032	0.688988770019	0.700606449655	0.690775084286	0.663890378253	0.700390711709	0.382691715231	0.703933075396	0.642135324417	0.524517874393	0.62231825895	0.641053538447	0.660095394204	0.702248911604	0.344943289301	0.64861579209	0.135519063792	0.23746893374	0.665214665966	0.574704291507	0.219177963217	0.376984251682	0.194866112163	0.32857367584	0.591260468647	0.729024051388	0.753249687132	0.620510180932	0.18075632585	0.625420846525	0.692082568251	0.36153473928	0.755993153089	0.280851636019	0.197395298012	0.679847296088	0.65780430645	0.72028784897	0.634580420359	0.632291267966	0.584118816868	0.636104007399	0.126431337009	0.372322198182	0.232017902692	0.257310460858	0.666395249504	0.683652377324	0.593059029694	0.393386926297	0.656168189998	0.636685162049	0.195655553438	0.201951454129	0.224398691258	0.434994656865	0.488963921343	0.304215762369	0.573076221179	0.614426918557	0.141748837574	0.323539202361	0.722943906644	0.667312047091	0.671676666404	0.615399720015	0.605329761795	0.346268996367	0.270220165345	0.663954044187	0.645412844642	0.522688209106	0.289864821611	0.630782595393	0.59293043451	0.728807204937	0.602752100376	0.601197673446	0.19060416382	0.624375064932	0.654235814712	0.767185286915	0.600060133986	0.270519877786	0.126426567084	0.618067299361	0.121943990333	0.753072716074	0.711231268075	0.687943450337	0.630188483193	0.676178461145	0.625549099977	0.379972779142	0.753052389164	0.295855056379	0.342309940384	0.664170384464	0.21120586101	0.566903084716	0.49344731124	0.780243205778	0.662719632157	0.238144798089	0.539235058757	0.639803432378	0.273049923389	0.612583544443	0.578034143628	0.338090054306	0.260519344673	0.21994058543	0.207740773924	0.396453714309	0.742563560285	0.12395901723	0.164555232129	0.62764273242	0.679931000187	0.296331869243	0.510120659055	0.352404915597	0.322578498172	0.347415022916	0.35959137194	0.614479571645	0.694107335215	0.574754838204	0.574460736746	0.515356420068	0.10423745149	0.597187296661	0.616054598243	0.137567807073	0.771525149046	0.77229675501	0.589609606048	0.660007788985	0.145353441435	0.589664445275	0.212425860091	0.466635280985	0.157378074007	0.676393515403	0.638529192626	0.0837467676233	0.618399722058	0.721159219459	0.170721683526	0.650378603908	0.6377532953	0.684010332234	0.15856007144	0.614803123629	0.697329888063	0.535614406078	0.393948090763	0.732752786953	0.5972952397	0.56938686315	0.325289638878	0.524332543144	0.538273862369	0.46705428853	0.625428379399	0.61946738145	0.192279508432	0.352671116413	0.140789766017	0.730202963193	0.332020732066	0.219437023429	0.339882401643	0.160232610111	0.490178277059	0.292897397283	0.530183246295	0.69551043153	0.352287954467	0.740178963261	0.306981332876	0.679460524803	0.662751337814	0.297664702082	0.48263779359	0.203004759318	0.614057559396	0.675679128124	0.530330050757	0.618436304868	0.623790729361	0.637468483971	0.331690588973	0.268224213565	0.50100258505	0.642081867971	0.449333599246	0.373895869584	0.287477760209	0.666361078509	0.624547246614	0.5087348474	0.196134105399	0.735986544073	0.295537867804	0.268111442018	0.278222422049	0.526814219147
261bbv	0.864767771516	0.661003198778	0.94800321514	0.295084842459	0.0	0.519518416485	0.872610602354	0.366362018564	0.793476105468	0.282874080996	0.607009558629	0.92962448081	0.886238178569	0.236550809902	0.755157971092	0.704417417391	0.696650492551	0.774649876819	0.975969669689	0.776805227984	0.898751257646	0.91587995688	0.819547343747	0.431612127263	0.958950271388	0.932604175034	0.279651549773	0.256294697736	0.208663517995	0.878033800103	0.53755216887	0.562148292371	0.305779554449	0.560307367982	0.367479014629	0.270277337776	0.827181551375	0.362991962896	0.347028757269	0.206275232577	0.597745490093	0.915950748725	0.253178679065	0.990877544275	0.292595831959	0.319852057346	0.506923956233	0.624712402375	0.887467365454	0.291449769101	0.2979059198	0.950381355982	0.845180991205	0.811911975507	0.207361803454	0.201939049204	0.66534431908	0.232762299287	0.0798791098339	0.366916093595	0.245680343452	0.821631779844	0.825487760606	0.97038928255	0.309799014794	0.856123398546	0.879952710134	0.869745010506	0.610678285326	0.314599724791	0.779346683657	0.265006031468	0.950484931166	0.80301482696	0.380507525082	0.530411343965	0.746751426784	0.37751758768	0.234319008234	0.896059686383	0.549046843398	0.424163122028	0.759025602573	0.590417402113	0.40653060621	0.59963194931	0.949605208146	0.720246546786	0.597737443768	0.834575970769	0.918605726152	0.926609648543	0.920630739501	0.88901315076	0.924622275924	0.296407970773	0.925662817282	0.855594067717	0.718666379224	0.837929260709	0.868902421491	0.885615133423	0.924505077956	0.250191283515	0.871581591995	0.209636368632	0.388694289069	0.881027892164	0.793729246783	0.325738773041	0.430042749053	0.462539006886	0.552380992347	0.733056452539	0.956949783151	0.978918822542	0.845851589235	0.215037026922	0.815172767112	0.910189715983	0.433730283949	0.9811803255	0.493447898577	0.455847597185	0.865749481249	0.886296723951	0.939816914211	0.859799561512	0.845424031788	0.81321585956	0.861043421774	0.313121325084	0.193957192985	0.229537772968	0.301101686325	0.860261025502	0.911680817319	0.823418061227	0.61005726019	0.882821360564	0.842201711271	0.432815830899	0.289377250414	0.250683312934	0.529362415903	0.708520334861	0.295171902166	0.790761292472	0.845463181915	0.172451432132	0.155444141877	0.943280630581	0.896594153538	0.874293156864	0.830994630699	0.82933713031	0.567202267092	0.446373347418	0.881285880159	0.873667043487	0.578832479793	0.216675148534	0.832348868244	0.809167368589	0.953369007635	0.835939285866	0.829937529051	0.291513770651	0.852594416262	0.878015146727	0.999712061006	0.830005629155	0.456474788441	0.236987370722	0.829098737008	0.269410152865	0.972559665501	0.938078436076	0.916475990112	0.848709016107	0.896009412423	0.847298596742	0.571364472602	0.97102260868	0.169254082492	0.334762424467	0.884065176945	0.341259854832	0.796468256374	0.258024361586	1.00216009629	0.891356668706	0.192719922704	0.574113493761	0.859458663289	0.493391053958	0.829839455623	0.791078176876	0.371285032977	0.452240958284	0.3468506584	0.188691421895	0.629113858645	0.96470032913	0.267829995258	0.383091456857	0.844865280052	0.906497729196	0.388027273132	0.479570998978	0.518725068194	0.35925705148	0.358479678989	0.250787209228	0.837564810667	0.925197517464	0.793318690977	0.781715479383	0.730214932962	0.296818056854	0.795041295771	0.831720434437	0.209154378869	0.995272399782	0.999070101143	0.778171802085	0.878143431965	0.27135600038	0.81451172589	0.303831311224	0.522081158652	0.21342680461	0.897843519055	0.869273951518	0.27707023505	0.845372265808	0.942025483611	0.296789974391	0.851180855046	0.866093496289	0.910251561974	0.25106948742	0.842527065961	0.914497849358	0.76231586971	0.237954657696	0.954292546716	0.819961534319	0.756523012642	0.365776587225	0.617286963555	0.774321132867	0.681736797591	0.851497867884	0.832151543908	0.286815251869	0.502535833071	0.268097117861	0.95002133638	0.261340250618	0.42754073021	0.247780211484	0.212287154961	0.498963722224	0.266089758302	0.750340027357	0.912490696379	0.477437651299	0.959611917851	0.548443686678	0.895061374427	0.892794139504	0.320383144169	0.617215668341	0.213035011867	0.811924641693	0.898504791203	0.753391993951	0.825496295663	0.84274003903	0.864625775866	0.456403264073	0.45718216113	0.725117507966	0.86964193716	0.68092778666	0.601665045957	0.23681553961	0.868788614746	0.834390046805	0.401580541367	0.400885502806	0.959176709266	0.228782765264	0.444283623373	0.177067956327	0.733676319525
